epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
546,1012.11,0.27738,0.21727,0.82688,0.72895,0.54577,0.59014,0.35336,1.30316,0.8795,1.11523,0.000725568,0.000725568,0.000725568
547,1014.03,0.24317,0.19644,0.82928,0.77969,0.53459,0.58661,0.36146,1.34848,0.94953,1.12509,0.000723002,0.000723002,0.000723002
548,1015.88,0.24016,0.19397,0.81927,0.72537,0.56362,0.59571,0.37506,1.37767,1.02151,1.13911,0.000720438,0.000720438,0.000720438
549,1017.73,0.2623,0.20863,0.84123,0.72648,0.54861,0.5981,0.37686,1.38769,1.01588,1.16307,0.000717874,0.000717874,0.000717874
550,1019.61,0.24107,0.19995,0.8327,0.7428,0.55649,0.60623,0.37936,1.36067,0.97545,1.14025,0.000715312,0.000715312,0.000715312
551,1021.51,0.25256,0.20278,0.82382,0.74994,0.57116,0.61377,0.38169,1.32848,0.97591,1.12413,0.000712751,0.000712751,0.000712751
552,1023.49,0.25511,0.20091,0.82321,0.75082,0.57289,0.61209,0.38967,1.32349,1.00306,1.12048,0.000710191,0.000710191,0.000710191
553,1025.33,0.25689,0.21101,0.82965,0.76906,0.57037,0.61782,0.37847,1.35381,1.02688,1.13234,0.000707633,0.000707633,0.000707633
554,1027.14,0.30184,0.2348,0.85781,0.70349,0.57708,0.60685,0.36878,1.36525,0.96749,1.14322,0.000705075,0.000705075,0.000705075
555,1028.97,0.26134,0.2088,0.83082,0.67551,0.58709,0.62176,0.37959,1.33593,0.86842,1.12454,0.00070252,0.00070252,0.00070252
556,1030.78,0.26339,0.21166,0.82868,0.86919,0.49893,0.62569,0.37815,1.29594,0.79609,1.09872,0.000699965,0.000699965,0.000699965
557,1032.62,0.25958,0.20952,0.81094,0.8218,0.5101,0.62666,0.37828,1.26322,0.78476,1.08352,0.000697412,0.000697412,0.000697412
558,1034.46,0.23639,0.19023,0.82434,0.66686,0.56739,0.61409,0.35972,1.25226,0.81421,1.07353,0.00069486,0.00069486,0.00069486
559,1036.31,0.27888,0.22142,0.83676,0.66764,0.56978,0.62343,0.35918,1.25813,0.84159,1.07412,0.00069231,0.00069231,0.00069231
560,1038.13,0.26278,0.21611,0.82959,0.77043,0.48946,0.56934,0.34161,1.29754,0.90775,1.09041,0.000689762,0.000689762,0.000689762
561,1039.99,0.25217,0.2047,0.83701,0.66624,0.56559,0.59887,0.31805,1.29798,0.96143,1.08905,0.000687214,0.000687214,0.000687214
562,1041.81,0.25071,0.20187,0.81695,0.70883,0.48496,0.51595,0.30343,1.2969,0.99892,1.0946,0.000684669,0.000684669,0.000684669
563,1043.61,0.25145,0.19966,0.82331,0.75074,0.47739,0.53001,0.31562,1.28563,1.03552,1.08949,0.000682125,0.000682125,0.000682125
564,1045.45,0.26867,0.21147,0.8315,0.89367,0.40367,0.53937,0.33866,1.31987,1.13271,1.10893,0.000679582,0.000679582,0.000679582
565,1047.29,0.26655,0.2049,0.84269,0.85062,0.40643,0.52664,0.31907,1.36332,1.21224,1.12707,0.000677041,0.000677041,0.000677041
566,1049.09,0.24182,0.18812,0.82563,0.66431,0.46541,0.48727,0.30326,1.37396,1.28863,1.14414,0.000674502,0.000674502,0.000674502
567,1050.9,0.24474,0.21221,0.82094,0.69719,0.49765,0.52723,0.31596,1.38915,1.28155,1.16052,0.000671964,0.000671964,0.000671964
568,1052.73,0.23953,0.19803,0.82408,0.69663,0.53669,0.56754,0.33378,1.33616,1.21012,1.14384,0.000669428,0.000669428,0.000669428
569,1054.56,0.24853,0.20397,0.81659,0.76733,0.49269,0.57921,0.35029,1.31156,1.13957,1.12707,0.000666894,0.000666894,0.000666894
570,1056.41,0.24601,0.19946,0.827,0.79488,0.50107,0.58588,0.35678,1.27824,1.05192,1.1167,0.000664362,0.000664362,0.000664362
571,1058.25,0.22172,0.1884,0.82527,0.72353,0.56188,0.59069,0.35269,1.24976,1.00831,1.10083,0.000661831,0.000661831,0.000661831
572,1060.09,0.22256,0.18514,0.821,0.78389,0.54792,0.60173,0.36728,1.23357,0.92903,1.09744,0.000659302,0.000659302,0.000659302
573,1061.88,0.23495,0.18883,0.82765,0.78299,0.56747,0.64277,0.38275,1.23765,0.86671,1.09405,0.000656775,0.000656775,0.000656775
574,1063.79,0.22502,0.18184,0.825,0.7429,0.65256,0.65692,0.37964,1.23843,0.82568,1.08579,0.000654249,0.000654249,0.000654249
575,1065.69,0.23721,0.19433,0.81954,0.71466,0.65297,0.65193,0.366,1.26118,0.84257,1.10049,0.000651726,0.000651726,0.000651726
576,1067.52,0.26091,0.20617,0.82453,0.70184,0.63996,0.63022,0.36493,1.29882,0.89406,1.12038,0.000649204,0.000649204,0.000649204
577,1069.36,0.23231,0.19371,0.81887,0.68493,0.64807,0.61929,0.35756,1.32013,0.94149,1.12131,0.000646684,0.000646684,0.000646684
578,1071.21,0.25996,0.20601,0.82215,0.68535,0.66097,0.60982,0.36639,1.32579,0.95735,1.1191,0.000644166,0.000644166,0.000644166
579,1073.1,0.24169,0.20067,0.82905,0.6749,0.66436,0.6218,0.35624,1.33313,0.94049,1.1222,0.000641651,0.000641651,0.000641651
580,1074.95,0.23739,0.19546,0.82762,0.6616,0.63975,0.60777,0.33549,1.35591,0.95693,1.13429,0.000639137,0.000639137,0.000639137
581,1076.8,0.23925,0.19894,0.81856,0.67848,0.66331,0.61915,0.3637,1.3841,0.97807,1.15358,0.000636625,0.000636625,0.000636625
582,1078.71,0.24357,0.19237,0.81943,0.65346,0.66953,0.6165,0.36932,1.40142,0.97263,1.17044,0.000634115,0.000634115,0.000634115
583,1080.63,0.24579,0.19573,0.82708,0.68528,0.66394,0.61396,0.38373,1.37616,0.96087,1.15854,0.000631607,0.000631607,0.000631607
584,1082.51,0.25831,0.20901,0.84125,0.65566,0.64008,0.61824,0.38627,1.3532,0.94921,1.14501,0.000629101,0.000629101,0.000629101
585,1084.38,0.25815,0.20563,0.82488,0.63765,0.66953,0.60984,0.38405,1.32995,0.92346,1.12796,0.000626598,0.000626598,0.000626598
586,1086.23,0.25701,0.20259,0.83497,0.64646,0.66371,0.60074,0.3745,1.31054,0.90751,1.12261,0.000624096,0.000624096,0.000624096
587,1088.09,0.25631,0.20789,0.82705,0.66547,0.63676,0.61001,0.3758,1.30524,0.85839,1.12218,0.000621597,0.000621597,0.000621597
588,1089.95,0.24001,0.19236,0.81761,0.6169,0.65163,0.62073,0.37573,1.28113,0.80859,1.10898,0.0006191,0.0006191,0.0006191
589,1091.78,0.24997,0.19789,0.81809,0.63873,0.68967,0.63541,0.39251,1.26849,0.78338,1.10127,0.000616605,0.000616605,0.000616605
590,1093.6,0.28703,0.22693,0.84,0.6927,0.68986,0.66186,0.39916,1.25823,0.78029,1.09704,0.000614112,0.000614112,0.000614112
591,1095.53,0.24852,0.19773,0.81776,0.71963,0.64134,0.65693,0.41523,1.25092,0.76772,1.09525,0.000611621,0.000611621,0.000611621
592,1097.38,0.24064,0.19421,0.81119,0.65578,0.68104,0.65663,0.41813,1.26671,0.78208,1.09647,0.000609133,0.000609133,0.000609133
593,1099.21,0.22872,0.18383,0.81285,0.76004,0.58702,0.66784,0.42512,1.2553,0.78678,1.08338,0.000606647,0.000606647,0.000606647
594,1101.07,0.23924,0.19928,0.81992,0.70677,0.63485,0.67258,0.43101,1.24586,0.79931,1.07207,0.000604163,0.000604163,0.000604163
595,1103,0.25502,0.20091,0.83614,0.6868,0.65062,0.64749,0.41826,1.25079,0.80729,1.07071,0.000601682,0.000601682,0.000601682
596,1104.82,0.24763,0.20143,0.83461,0.6617,0.6171,0.62328,0.40426,1.27984,0.85086,1.0874,0.000599203,0.000599203,0.000599203
597,1106.66,0.24384,0.19402,0.81951,0.63272,0.65,0.61305,0.39512,1.31633,0.9189,1.10827,0.000596727,0.000596727,0.000596727
598,1108.51,0.25771,0.20143,0.82962,0.64169,0.6199,0.61042,0.39634,1.31606,0.92272,1.10233,0.000594253,0.000594253,0.000594253
599,1110.43,0.25889,0.20963,0.8253,0.66767,0.62602,0.59786,0.38148,1.27865,0.89308,1.0857,0.000591781,0.000591781,0.000591781
600,1112.29,0.24312,0.20109,0.81877,0.75315,0.58423,0.60328,0.37598,1.2673,0.86924,1.07909,0.000589312,0.000589312,0.000589312
601,1114.16,0.22233,0.1868,0.81533,0.6589,0.66016,0.59578,0.37227,1.28762,0.88111,1.1001,0.000586845,0.000586845,0.000586845
602,1116.06,0.24463,0.19048,0.83593,0.69187,0.6528,0.59465,0.36595,1.27557,0.8849,1.1038,0.000584381,0.000584381,0.000584381
603,1117.88,0.2372,0.18993,0.82242,0.73502,0.61461,0.59516,0.38505,1.26093,0.86625,1.09931,0.000581919,0.000581919,0.000581919
604,1120.11,0.24992,0.20045,0.83431,0.74507,0.57306,0.58418,0.38023,1.26039,0.87893,1.09233,0.00057946,0.00057946,0.00057946
605,1121.94,0.24817,0.19937,0.81938,0.75422,0.57531,0.58585,0.38594,1.23547,0.86754,1.08578,0.000577004,0.000577004,0.000577004
606,1123.8,0.24967,0.19734,0.82964,0.74994,0.57864,0.59932,0.40518,1.23487,0.84885,1.096,0.00057455,0.00057455,0.00057455
607,1125.69,0.24369,0.20048,0.81829,0.78259,0.60713,0.64223,0.4218,1.24016,0.84886,1.10026,0.000572098,0.000572098,0.000572098
608,1127.55,0.29167,0.23561,0.84894,0.73172,0.62414,0.64005,0.41739,1.23014,0.84352,1.09449,0.00056965,0.00056965,0.00056965
609,1129.42,0.24692,0.19696,0.82046,0.71175,0.67446,0.66307,0.42199,1.25686,0.80955,1.10422,0.000567204,0.000567204,0.000567204
610,1131.3,0.24435,0.19407,0.81572,0.7019,0.68147,0.67789,0.41722,1.26205,0.7892,1.10528,0.000564761,0.000564761,0.000564761
611,1133.15,0.23711,0.18992,0.81319,0.83153,0.58487,0.68177,0.42187,1.26016,0.79462,1.10551,0.00056232,0.00056232,0.00056232
612,1135,0.20374,0.17608,0.80951,0.83256,0.59629,0.68711,0.42261,1.27733,0.81197,1.10554,0.000559883,0.000559883,0.000559883
613,1136.86,0.24556,0.19978,0.82895,0.83648,0.5885,0.67792,0.40537,1.27811,0.83457,1.10791,0.000557448,0.000557448,0.000557448
614,1138.7,0.23706,0.19279,0.82779,0.77192,0.54856,0.62209,0.39055,1.26511,0.8386,1.09642,0.000555016,0.000555016,0.000555016
615,1140.59,0.24186,0.19328,0.82384,0.73697,0.57622,0.61896,0.38504,1.28593,0.85434,1.10091,0.000552586,0.000552586,0.000552586
616,1142.42,0.24121,0.18796,0.81544,0.73317,0.5808,0.62408,0.38725,1.29439,0.89153,1.10252,0.00055016,0.00055016,0.00055016
617,1144.42,0.23155,0.18795,0.81876,0.72988,0.58691,0.61898,0.39225,1.28168,0.9116,1.09844,0.000547736,0.000547736,0.000547736
618,1146.24,0.23993,0.19236,0.82678,0.72381,0.58308,0.61604,0.38013,1.28202,0.89547,1.10161,0.000545316,0.000545316,0.000545316
619,1148.09,0.22157,0.18027,0.81373,0.59958,0.61691,0.59926,0.38403,1.29572,0.87348,1.11471,0.000542898,0.000542898,0.000542898
620,1149.94,0.2325,0.18605,0.82192,0.59354,0.57433,0.57943,0.36843,1.27709,0.82492,1.10264,0.000540483,0.000540483,0.000540483
621,1151.84,0.29778,0.2297,0.86304,0.64761,0.52407,0.59099,0.37047,1.2629,0.78082,1.10049,0.000538072,0.000538072,0.000538072
622,1153.67,0.23864,0.19472,0.82802,0.66208,0.52167,0.58471,0.36693,1.26867,0.81231,1.09961,0.000535663,0.000535663,0.000535663
623,1155.57,0.23886,0.19193,0.8277,0.62651,0.55135,0.57279,0.36868,1.27644,0.86169,1.09743,0.000533257,0.000533257,0.000533257
624,1157.47,0.22423,0.18651,0.81461,0.71101,0.52063,0.56564,0.36017,1.29954,0.92826,1.1092,0.000530854,0.000530854,0.000530854
625,1159.32,0.24452,0.20114,0.8361,0.58232,0.60918,0.58771,0.36251,1.29808,0.91759,1.10865,0.000528455,0.000528455,0.000528455
626,1161.14,0.23808,0.20647,0.83588,0.73675,0.5535,0.62962,0.38379,1.27725,0.87607,1.10373,0.000526058,0.000526058,0.000526058
627,1162.95,0.22578,0.18551,0.83086,0.76068,0.5563,0.64841,0.38731,1.24889,0.86848,1.09584,0.000523665,0.000523665,0.000523665
628,1164.78,0.24558,0.19249,0.83152,0.81366,0.56468,0.65629,0.40242,1.24278,0.84789,1.10114,0.000521274,0.000521274,0.000521274
629,1166.66,0.24035,0.19621,0.83526,0.84575,0.60314,0.67323,0.39874,1.25422,0.88492,1.11598,0.000518887,0.000518887,0.000518887
630,1168.52,0.23436,0.18608,0.83208,0.85119,0.61152,0.66875,0.37255,1.26258,0.88302,1.10997,0.000516503,0.000516503,0.000516503
631,1170.36,0.2504,0.19911,0.82966,0.85432,0.6108,0.66663,0.38008,1.26095,0.84546,1.10098,0.000514122,0.000514122,0.000514122
